4931 Frances Street	"$2,999,000"	7	7	63 ft x 137 ft (8631 ft²)	Built in 2020 (0 yrs old)	"$7,032"	Burnaby North	Capitol Hill	House	Freehold NonStrata	2 Storey w/Bsmt.	Heat Recovery Ventilator	137	63.00 feet	R2497844	Sarf Virani PREC*	Stilhavn Real Estate Services	105 Days on REW	"Air Conditioning, Central Location, Heat Recovery Ventilator, Lane Access, Security - Roughed In, Vacuum - Built In, Windows - Thermo, Wine Cooler"	"Central Air Conditioning, In Suite Laundry, Recreation Nearby, Shopping Nearby"	"Microwave, Washer/Dryer/Fridge/Stove/Dishwasher"	2	Yes				
155 Ellesmere Avenue	"$1,789,000"	4	4	33 ft x 122 ft (4026 ft²)	Built in 1994 (26 yrs old)	"$4,987"	Burnaby North	Capitol Hill	House	Freehold NonStrata	2 Storey w/Bsmt.	122	33.00 feet	R2493365	Bing Bing Zhou PREC*	Macdonald Realty	117 Days on REW	1									
46 5810 Hastings Street	"$429,000"	3	1	Built in 1965 (55 yrs old)	"$96,000"	$470	Burnaby North	Capitol Hill	Apt/Condo	Undivided Interest	1 Storey	R2485757	Darya Pfund	Stratten Gates Real Estate Ltd.	139 Days on REW	Smoke Alarm	"Golf Course Nearby, Shopping Nearby, Treed"	"Refrigerator, Stove"	"Bike Room, Garden, Playground, Shared Laundry, Tennis Court(s)"								
413 9880 Manchester Drive	"$445,000"	2	1	Built in 1981 (39 yrs old)	"$1,390"	$308	Burnaby North	Cariboo	Apt/Condo	Freehold Strata	"1 Storey,Upper Unit"	R2518735	Tara Caldwell PREC*	RE/MAX All Points Realty	39 Days on REW	"Cul-de-Sac, Drapes/window Coverings, Fireplace Insert, Garage Door Opener"	"Central Location, Private Setting, Recreation Nearby, Shopping Nearby, Treed"	Washer/Dryer/Fridge/Stove/Dishwasher	"Elevator, In Suite Laundry, Recreation Center, Storage, Wheelchair Access"	1							
1705 9603 Manchester Drive	"$629,900"	3	2	Built in 1995 (25 yrs old)	"$2,155"	$470	Burnaby North	Cariboo	Apt/Condo	Freehold Strata	"Corner Unit,Upper Unit"	R2482741	Tracy Niu PREC*	Nu Stream Realty Inc.	146 Days on REW	Oven - Built In	"Central Location, Golf Course Nearby, Recreation Nearby, Shopping Nearby"	"Dishwasher, Microwave, Stove, Washer/Dryer/Fridge/Stove/Dishwasher"	"Club House, Exercise Centre, Garden, In Suite Laundry, Oudoor Pool, Storage"	1							
802 9633 Manchester Drive	"$569,900"	2	0	Built in 1995 (25 yrs old)	"$1,481"	$372	Burnaby North	Cariboo	Apt/Condo	Freehold Strata	Corner Unit	R2524469	Laurie Horvath	Royal LePage Sterling Realty	10 Days on REW	Drapes/window Coverings	"Central Location, Recreation Nearby, Shopping Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	"Exercise Centre, In Suite Laundry, Oudoor Pool, Storage, Swirlpool/Hot Tub, Tennis Court(s)"								
414 9867 Manchester Drive	"$429,000"	2	1	Built in 1981 (39 yrs old)	"$1,195"	$399	Burnaby North	Cariboo	Apt/Condo	Freehold Strata	"End Unit,Ground Level Unit"	R2522112	Joseph Lee	RE/MAX Masters Realty	21 Days on REW	"Central Location, Golf Course Nearby, Private Setting, Shopping Nearby"	"Dishwasher, Refrigerator, Stove"	"Exercise Centre, Shared Laundry, Storage"									
807 9623 Manchester Drive	"$529,900"	2	2	Built in 1994 (26 yrs old)	"$1,468"	$318	Burnaby North	Cariboo	Apt/Condo	Freehold Strata	"5 Plus Level,Upper Unit"	R2521631	Belinda Grant	Macdonald Realty	25 Days on REW	"Drapes/window Coverings, Hot Tub Spa/swirlpool, Intercom, Security System, Smoke Alarm, Sprinkler - Fire"	"Central Location, Recreation Nearby, Shopping Nearby"	"Clothes Washer/Dryer, Dishwasher, Refrigerator, Stove"	"Elevator, Exercise Centre, Oudoor Pool, Sauna/Steam Room, Storage, Tennis Court(s)"								
405 9857 Manchester Drive	"$389,000"	1	1	Built in 1980 (40 yrs old)	"$1,063"	$347	Burnaby North	Cariboo	Apt/Condo	Freehold Strata	"1 Storey,Inside Unit"	R2520949	Lai Ha	Royal Pacific Tri-Cities Realty	27 Days on REW	"Central Location, Shopping Nearby"	"Refrigerator, Stove"	"Elevator, Exercise Centre"									
115 9847 Manchester Drive	"$388,000"	1	1	Built in 1980 (40 yrs old)	"$1,057"	$347	Burnaby North	Cariboo	Apt/Condo	Freehold Strata	"1 Storey,Ground Level Unit"	R2517942	Crystal Deng	Royal Pacific Tri-Cities Realty	40 Days on REW	Fireplace Insert	Shopping Nearby	"Clothes Dryer, Clothes Washer, Dishwasher, Freezer, Microwave"	"Elevator, Exercise Centre, Garden, Shared Laundry, Storage"	1							
1503 9633 Manchester Drive	"$559,900"	2	2	Built in 1993 (27 yrs old)	"$1,519"	$206	Burnaby North	Cariboo	Apt/Condo	Freehold Strata	Inside Unit	R2517568	Lotus Chung	Sutton Centre Realty	42 Days on REW	"Cul-de-Sac, Drapes/window Coverings, Garage Door Opener"	"Central Location, Golf Course Nearby, Paved Road, Recreation Nearby, Shopping Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	"Elevator, Exercise Centre, In Suite Laundry, Oudoor Pool, Sauna/Steam Room, Tennis Court(s)"								
501 9633 Manchester Drive	"$439,800"	1	1	Built in 1993 (27 yrs old)	"$1,086"	$265	Burnaby North	Cariboo	Apt/Condo	Freehold Strata	Other	R2492291	Oleg Tsaryov PREC*	RE/MAX Masters Realty	119 Days on REW	"Central Location, Shopping Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	"Exercise Centre, Oudoor Pool, Storage, Swirlpool/Hot Tub"									
9924 Millburn Court	"$599,900"	2	1	Built in 1978 (42 yrs old)	"$2,159"	$360	Burnaby North	Cariboo	Townhouse	Freehold Strata	2 Storey	R2490098	Emily Oh PREC*	Emily Oh Realty	123 Days on REW	"Central Location, Shopping Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	In Suite Laundry	1								
5715 Laurel Street	"$2,388,000"	6	5	57 ft x 112 ft (6384 ft²)	Built in 2020 (0 yrs old)	"$6,135"	Burnaby North	Central Burnaby North	House	Freehold NonStrata	2 Storey w/Bsmt.	112	57.00 feet	R2523612	Rimpy Hothi PREC*	Sutton Group-West Coast Realty	Seema Chand	Jovi Realty (Richmond) Inc.	13 Days on REW	Central Location	"Recreation Nearby, Shopping Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	2				
211 3738 Norfolk Street	"$499,000"	1	1	Built in 1994 (26 yrs old)	"$1,241"	$344	Burnaby North	Central Burnaby North	Apt/Condo	Freehold Strata	1 Storey	R2519630	Candice Dyer PREC*	Sotheby's International Realty Canada	34 Days on REW	Drapes/window Coverings	"Central Location, Greenbelt, Private Setting, Recreation Nearby, Shopping Nearby"	"Microwave, Washer/Dryer/Fridge/Stove/Dishwasher"	"Bike Room, Elevator, Garden, In Suite Laundry, Storage, Wheelchair Access"	1							
5215 Norfolk Street	"$1,080,000"	4	2	33 ft x 132 ft (4356 ft²)	Built in 2007 (13 yrs old)	"$2,736"	$0	Burnaby North	Central Burnaby North	Duplex	Freehold Strata	2 Storey	132	33.00 feet	R2517719	Tracy Niu PREC*	Nu Stream Realty Inc.	42 Days on REW	Washer/Dryer/Fridge/Stove/Dishwasher	1							
213 3183 Esmond Avenue	"$469,999"	1	1	Built in 1994 (26 yrs old)	"$1,247"	$368	Burnaby North	Central Burnaby North	Apt/Condo	Freehold Strata	Ground Level Unit	R2517706	Harvey Chahal	Stonehaus Realty Corp.	Shyne Taghvaei	Stonehaus Realty Corp.	Ryan Krishnan	Stonehaus Realty Corp.	42 Days on REW	"Central Location, Recreation Nearby, Shopping Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	"Bike Room, Elevator, In Suite Laundry, Storage"	1				
5440 Norfolk Street	"$1,288,000"	4	4	0 ft²	Built in 2020 (0 yrs old)	$0	$0	Burnaby North	Central Burnaby North	Duplex	Freehold Strata	2 Storey	R2515266	Harjit Atwal PREC*	Team 3000 Realty Ltd.	53 Days on REW	"Drapes/window Coverings, Security System, Smoke Alarm"	"Air Conditioning, Central Location, Lane Access"	"Disposal - Waste, Washer/Dryer/Fridge/Stove/Dishwasher"	1	Yes						
5443 Walter Place	"$2,498,000"	7	6	50 ft x 120 ft (6006 ft²)	Built in 2020 (0 yrs old)	$0	Burnaby North	Central Burnaby North	House	Freehold NonStrata	2 Storey w/Bsmt.	Heat Recovery Ventilator	120	50.00 feet	R2515265	Harjit Atwal PREC*	Team 3000 Realty Ltd.	53 Days on REW	"Air Conditioning, Central Location, Drapes/window Coverings, Garage Door Opener, Heat Recovery Ventilator, Oven - Built In, Security System, Vacuum - Built In"	Central Air Conditioning	"Disposal - Waste, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher"	2	Yes				
14 3868 Norfolk Street	"$899,000"	2	3	Built in 2020 (0 yrs old)	$0	$331	Burnaby North	Central Burnaby North	Townhouse	Freehold Strata	3 Storey	R2511234	Adil Dinani PREC*	Royal LePage West Real Estate Services	67 Days on REW	"Drapes/window Coverings, Garage Door Opener, Security - Roughed In"	"Air Conditioning, Central Location, Recreation Nearby, Shopping Nearby"	"Microwave, Washer/Dryer/Fridge/Stove/Dishwasher"	In Suite Laundry	Yes							
404 4025 Norfolk Street	"$899,999"	3	3	Built in 2008 (12 yrs old)	"$2,798"	$504	Burnaby North	Central Burnaby North	Townhouse	Freehold Strata	3 Storey	R2494246	Tracy Niu PREC*	Nu Stream Realty Inc.	115 Days on REW	"Air Conditioning, Drapes/window Coverings, Fireplace Insert, Oven - Built In, Smoke Alarm"	"Refrigerator, Stove, Washer/Dryer/Fridge/Stove/Dishwasher"	Storage	1	Yes							
5935 Sprott Street	"$859,800"	3	3	0 ft²	Built in 2002 (18 yrs old)	"$2,390"	$0	Burnaby North	Central Burnaby North	Duplex	Freehold Strata	2 Storey	R2524014	Victor Song PREC*	Royal LePage Sterling Realty	12 Days on REW	Security System	"Central Location, Lane Access, Private Yard, Recreation Nearby, Shopping Nearby"	"Microwave, Washer/Dryer/Fridge/Stove/Dishwasher"	"Garden, In Suite Laundry"	1						
5131-5133 Dominion Street	"$2,388,000"	3	4	0 ft x 0 ft (8778 ft²)	Built in 1971 (49 yrs old)	"$6,724"	$0	Burnaby North	Central Burnaby North	Multifamily	Freehold Strata	0	0.00 feet	R2522786	Jordon Sutton PREC*	Sutton Group-West Coast Realty	Gary Owens PREC*	Sutton Group-West Coast Realty	17 Days on REW								
403 4181 Norfolk Street	"$458,000"	1	1	Built in 1999 (21 yrs old)	"$2,168"	$333	Burnaby North	Central Burnaby North	Apt/Condo	Freehold Strata	"End Unit,Upper Unit"	R2521376	Ray Kisser	Osprey Properties Inc.	26 Days on REW	"Central Location, Golf Course Nearby, Recreation Nearby, Shopping Nearby"	"Elevator, In Suite Laundry, Storage"	1									
216 3888 Norfolk Street	"$849,000"	3	3	Built in 2011 (9 yrs old)	"$2,559"	$387	Burnaby North	Central Burnaby North	Townhouse	Freehold Strata	"2 Storey,Corner Unit"	R2521010	Glen Hao PREC*	RE/MAX Crest Realty	26 Days on REW	"Central Location, Recreation Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	"Bike Room, Elevator, Storage"	1								
5490 Manor Street	"$1,499,900"	6	4	33 ft x 133 ft (4389 ft²)	Built in 1983 (37 yrs old)	"$3,985"	Burnaby North	Central Burnaby North	House	Freehold NonStrata	2 Storey	133	33.00 feet	R2520160	Al-Karim Kassam	Sutton Centre Realty	32 Days on REW	"Central Location, Cul-de-Sac, Garden"	"Day Care Centre, Playground, Shopping Nearby"	"In Suite Laundry, Washer/Dryer/Fridge/Stove/Dishwasher"	1						
3640-3642 Godwin Avenue	"$2,299,000"	9	6	66 ft x 124 ft (8184 ft²)	Built in 1970 (50 yrs old)	"$7,161"	Burnaby North	Central Burnaby North	Multifamily	Freehold NonStrata	124	66.00 feet	R2519562	Kulvinder Gill	Macdonald Realty	34 Days on REW											
6031 Hardwick Street	"$939,000"	4	3	0 ft²	Built in 2006 (14 yrs old)	"$2,899"	$0	Burnaby North	Central Burnaby North	Duplex	Freehold Strata	2 Storey	R2517541	Mike Skvortsov PREC*	One Percent Realty Ltd.	41 Days on REW	Drapes/window Coverings	"Recreation Nearby, Shopping Nearby"	"Clothes Washer/Dryer, Refrigerator, Stove"	In Suite Laundry	1						
403 3738 Norfolk Street	"$530,000"	2	2	Built in 1993 (27 yrs old)	"$2,244"	$441	Burnaby North	Central Burnaby North	Apt/Condo	Freehold Strata	Upper Unit	R2501413	Vivian Chan	Multiple Realty Ltd.	96 Days on REW	Washer/Dryer/Fridge/Stove/Dishwasher	"Elevator, In Suite Laundry"	1									
506 5611 Goring Street	"$699,000"	2	2	Built in 2008 (12 yrs old)	"$2,008"	$410	Burnaby North	Central Burnaby North	Apt/Condo	Freehold Strata	Other	R2500604	Fred Yoshimura	RE/MAX Crest Realty	96 Days on REW	Drapes/window Coverings	Washer/Dryer/Fridge/Stove/Dishwasher	"Exercise Centre, Garden, In Suite Laundry, Recreation Center, Sauna/Steam Room, Swirlpool/Hot Tub"	1								
215 9283 Government Street	"$468,000"	1	1	Built in 2007 (13 yrs old)	"$1,458"	$349	Burnaby North	Government Road	Apt/Condo	Freehold Strata	Inside Unit	R2515470	Frances Li PREC*	RE/MAX Westcoast	52 Days on REW	"Central Location, Golf Course Nearby, Private Setting, Recreation Nearby, Shopping Nearby, Treed"	Washer/Dryer/Fridge/Stove/Dishwasher	"Bike Room, Exercise Centre, In Suite Laundry, Oudoor Pool, Swirlpool/Hot Tub"	1								
1006 3980 Carrigan Court	"$524,900"	2	2	Built in 1985 (35 yrs old)	"$1,370"	$420	Burnaby North	Government Road	Apt/Condo	Freehold Strata	"Corner Unit,Upper Unit"	R2522420	Corinna Evans	Stonehaus Realty Corp.	20 Days on REW	"Cul-de-Sac, Garage Door Opener, Hot Tub Spa/swirlpool, Intercom"	"Central Location, Paved Road, Recreation Nearby, Shopping Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	"Elevator, Exercise Centre, Garden, In Suite Laundry, Indoor Pool, Playground"								
215 9283 Government Street	"$468,000"	1	1	Built in 2007 (13 yrs old)	"$1,458"	$349	Burnaby North	Government Road	Apt/Condo	Freehold Strata	Inside Unit	R2515470	Frances Li PREC*	RE/MAX Westcoast	52 Days on REW	"Central Location, Golf Course Nearby, Private Setting, Recreation Nearby, Shopping Nearby, Treed"	Washer/Dryer/Fridge/Stove/Dishwasher	"Bike Room, Exercise Centre, In Suite Laundry, Oudoor Pool, Swirlpool/Hot Tub"	1								
185 9133 Government Street	"$875,000"	3	3	Built in 2007 (13 yrs old)	"$2,493"	$251	Burnaby North	Government Road	Townhouse	Freehold Strata	2 Storey w/Bsmt.	R2514933	Emmie Tong PREC*	Sutton Group - 1st West Realty	54 Days on REW	"Drapes/window Coverings, Fireplace Insert, Garage Door Opener"	"Central Location, Recreation Nearby, Shopping Nearby"	"Range Top, Washer/Dryer/Fridge/Stove/Dishwasher"	"Club House, Exercise Centre, In Suite Laundry, Oudoor Pool, Playground, Swirlpool/Hot Tub"	1							
8306 Government Road	"$1,699,000"	7	2	74 ft x 150 ft (11040 ft²)	Built in 1960 (60 yrs old)	"$5,060"	Burnaby North	Government Road	House	Freehold NonStrata	Rancher/Bungalow w/Bsmt.	150	74.00 feet	R2514970	Danny Chow PREC*	Rennie & Associates Realty Ltd.	Salina Kai PREC*	Rennie & Associates Realty Ltd.	54 Days on REW	"Central Location, Drapes/window Coverings, Paved Road, Treed"	"In Suite Laundry, Recreation Nearby, Shopping Nearby, Storage"	Washer/Dryer/Fridge/Stove/Dishwasher	1				
6309 Lougheed Highway	"$1,250,000"	4	2	65 ft x 98 ft (6370 ft²)	Built in 1956 (64 yrs old)	"$3,433"	Burnaby North	Parkcrest	House	Freehold NonStrata	Rancher/Bungalow w/Bsmt.	98	65.00 feet	R2522696	Heather Mah	Stilhavn Real Estate Services	Brandon Chow	Stilhavn Real Estate Services	19 Days on REW	"Central Location, Lane Access, Paved Road, Security System, Smoke Alarm"	"Golf Course Nearby, Recreation Nearby, Shopping Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	1				
6622 Parkdale Drive	"$2,998,000"	8	6	60 ft x 140 ft (8400 ft²)	Built in 2017 (3 yrs old)	"$8,126"	Burnaby North	Parkcrest	House	Freehold NonStrata	2 Storey w/Bsmt.	140	60.00 feet	R2523489	Mehdi Shamei PREC*	Royalty Group Realty Inc.	14 Days on REW	Central Location	"Recreation Nearby, Shopping Nearby"	2							
6309 Lougheed Highway	"$1,250,000"	4	2	65 ft x 98 ft (6370 ft²)	Built in 1956 (64 yrs old)	"$3,433"	Burnaby North	Parkcrest	House	Freehold NonStrata	Rancher/Bungalow w/Bsmt.	98	65.00 feet	R2522696	Heather Mah	Stilhavn Real Estate Services	Brandon Chow	Stilhavn Real Estate Services	19 Days on REW	"Central Location, Lane Access, Paved Road, Security System, Smoke Alarm"	"Golf Course Nearby, Recreation Nearby, Shopping Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	1				
1390 Howard Avenue	"$2,750,000"	9	7	60 ft x 122 ft (7360 ft²)	Built in 2021 (-1 yrs old)	"$4,290"	Burnaby North	Parkcrest	House	Freehold NonStrata	2 Storey	122.5	60.10 feet	R2521505	Henry Wu PREC*	LeHomes Realty Premier	25 Days on REW	Air Conditioning	Washer/Dryer/Fridge/Stove/Dishwasher	1	Yes						
1798 Springer Avenue	"$1,599,999"	7	3	8946 ft²	Built in 1977 (43 yrs old)	"$4,427"	Burnaby North	Parkcrest	House	Freehold NonStrata	Basement Entry	0.00 feet	R2519461	Meghan Ashton PREC*	Keller Williams Elite Realty	Ted Hedrick PREC*	Macdonald Realty	35 Days on REW	Central Location	"Recreation Nearby, Shopping Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	2					
319 5460 Broadway	"$556,600"	1	1	Built in 2018 (2 yrs old)	"$1,682"	$261	Burnaby North	Parkcrest	Apt/Condo	Freehold Strata	1 Storey	R2517220	Daniel Hui	Royal Pacific Tri-Cities Realty	45 Days on REW	"Security System, Smoke Alarm, Sprinkler - Fire"	"Central Location, Shopping Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	"Bike Room, Exercise Centre, In Suite Laundry"								
6579 Sumas Drive	"$2,988,888"	7	8	11378 ft²	Built in 2015 (5 yrs old)	"$8,855"	Burnaby North	Parkcrest	House	Freehold NonStrata	2 Storey	0.00 feet	R2515276	Maggie Zhu PREC*	RE/MAX Crest Realty	51 Days on REW	"Air Conditioning, Central Location, Cul-de-Sac, Garage Door Opener, Private Yard, Security System, Vacuum - Built In"	"Assisted Living, Playground, Recreation Nearby, Shopping Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	2	Yes						
1740 Howard Avenue	"$2,788,888"	10	8	55 ft x 123 ft (6765 ft²)	Built in 2019 (1 yrs old)	"$7,617"	Burnaby North	Parkcrest	House	Freehold NonStrata	2 Storey w/Bsmt.	123	55.00 feet	R2514265	Anna Gamova PREC*	Century 21 In Town Realty	Henry Wu PREC*	LeHomes Realty Premier	Bianca Feng	LeHomes Realty Premier	56 Days on REW	1					
5712 Grant Street	"$1,698,000"	3	4	37 ft x 122 ft (4521 ft²)	Built in 2016 (4 yrs old)	"$4,779"	$0	Burnaby North	Parkcrest	Duplex	Freehold Strata	2 Storey	122	37.00 feet	R2510183	Maggie Zhu PREC*	RE/MAX Crest Realty	68 Days on REW	"Air Conditioning, Drapes/window Coverings, Fireplace Insert, Garage Door Opener"	"Central Location, Lane Access, Private Yard, Recreation Nearby, Shopping Nearby"	"Microwave, Washer/Dryer/Fridge/Stove/Dishwasher"	"Central Airconditioning, In Suite Laundry"	1	Yes			
6515 Halifax Street	"$2,998,888"	8	6	60 ft x 121 ft (7260 ft²)	Built in 2020 (0 yrs old)	"$5,614"	Burnaby North	Parkcrest	House	Freehold NonStrata	2 Storey w/Bsmt.	121	60.00 feet	R2508751	Maggie Zhu PREC*	RE/MAX Crest Realty	75 Days on REW	"Garage Door Opener, Oven - Built In, Pantry, Security System, Smoke Alarm"	"Air Conditioning, Central Air Conditioning"	"In Suite Laundry, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher"	2	Yes					
5620 Buchanan Street	"$1,860,000"	5	2	70 ft x 154 ft (10780 ft²)	Built in 1959 (61 yrs old)	"$5,106"	Burnaby North	Parkcrest	House	Freehold NonStrata	2 Storey	154	70.00 feet	R2523451	Joe Zhou	Sutton Group - 1st West Realty	14 Days on REW	"Central Location, Lane Access, Paved Road, Private Yard"	"Recreation Nearby, Shopping Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	1						
6270 Napier Street	"$2,898,000"	6	7	66 ft x 122 ft (8052 ft²)	Built in 2013 (7 yrs old)	"$9,492"	Burnaby North	Parkcrest	House	Freehold NonStrata	2 Storey w/Bsmt.	122	66.00 feet	R2521934	William Chim	RA Realty Alliance Inc.	24 Days on REW	"Air Conditioning, Central Location, Drapes/window Coverings, Fireplace Insert, Garage Door Opener, Private Setting, Storage Shed"	"Bike Room, Central Air Conditioning, Garden, Guest Suite"	Washer/Dryer/Fridge/Stove/Dishwasher	3	Yes					
5791 Grant Street	"$1,768,900"	4	2	64 ft x 122 ft (7808 ft²)	Built in 1955 (65 yrs old)	"$5,349"	Burnaby North	Parkcrest	House	Freehold NonStrata	2 Storey	122	64.00 feet	R2514337	Sally Guo	Multiple Realty Ltd.	55 Days on REW	"Garage Door Opener, Smoke Alarm, Storage Shed"	Washer/Dryer/Fridge/Stove/Dishwasher	2							
1655 Howard Avenue	"$2,950,000"	4	5	7134 ft²	Built in 2015 (5 yrs old)	"$6,975"	Burnaby North	Parkcrest	House	Freehold NonStrata	2 Storey w/Bsmt.	Heat Recovery Ventilator	0.00 feet	R2511332	Milan Stanisavljevic PREC*	RE/MAX All Points Realty	Christopher Nguyen PREC*	RE/MAX All Points Realty	67 Days on REW	"Air Conditioning, Central Location, Drapes/window Coverings, Fireplace Insert, Heat Recovery Ventilator, Lane Access, Oven - Built In, Security System, Vacuum - Built In, Wet Bar"	"Central Air Conditioning, Exercise Centre, Garden, In Suite Laundry, Recreation Nearby, Sauna/steam Room, Shopping Nearby, Storage"	"Microwave, Washer/Dryer/Fridge/Stove/Dishwasher"	2	Yes			
508 5460 Broadway	"$559,000"	1	1	Built in 2018 (2 yrs old)	"$1,704"	$261	Burnaby North	Parkcrest	Apt/Condo	Freehold Strata	Penthouse	R2508219	Wesley Yu PREC*	Sutton Group-West Coast Realty	76 Days on REW	"Central Location, Gated Complex, Golf Course Nearby, Recreation Nearby, Shopping Nearby"	"Microwave, Washer/Dryer/Fridge/Stove/Dishwasher"	"Elevator, Exercise Centre, Garden, In Suite Laundry, Playground"									
5730 Curtis Street	"$1,499,000"	4	3	0 ft x 0 ft (8710 ft²)	Built in 1972 (48 yrs old)	"$5,894"	Burnaby North	Parkcrest	House	Freehold NonStrata	2 Storey	IRR	0.00 feet	R2502712	Dennis Ho	Sutton Group-West Coast Realty	91 Days on REW	2									
1505 9060 University Crescent	"$758,000"	2	2	Built in 2016 (4 yrs old)	"$2,355"	$576	Burnaby North	Simon Fraser University	Apt/Condo	Leasehold prepaid-Strata	"1 Storey,Corner Unit"	R2522096	Eric Vanderhorst	Royal LePage Sterling Realty	21 Days on REW	"Greenbelt, Recreation Nearby, Shopping Nearby"	"Bike Room, Club House, Exercise Centre, In Suite Laundry, Storage"										
510 9168 Slopes Mews	"$688,000"	2	2	Built in 2017 (3 yrs old)	"$2,012"	$485	Burnaby North	Simon Fraser University	Apt/Condo	Leasehold prepaid-Strata	"1 Storey,Penthouse"	R2524589	Benson Lee PREC*	Nu Stream Realty Inc.	Grace Li	Nu Stream Realty Inc.	7 Days on REW	"Garage Door Opener, Smoke Alarm, Sprinkler - Fire, Windows - Thermo"	"Recreation Nearby, Shopping Nearby"	"Dishwasher, Stove, Washer/Dryer/Fridge/Stove/Dishwasher"	"Elevator, Exercise Centre, Garden, In Suite Laundry"						
Th3 9188 University Crescent	"$575,000"	2	2	Built in 2008 (12 yrs old)	"$1,401"	$296	Burnaby North	Simon Fraser University	Townhouse	Leasehold prepaid-Strata	Upper Unit	R2524219	Diana Klejne PREC*	Stonehaus Realty Corp.	11 Days on REW	"Central Location, Golf Course Nearby, Greenbelt, Recreation Nearby, Shopping Nearby, Ski Hill Nearby"	Washer/Dryer/Fridge/Stove/Dishwasher	"Exercise Centre, Garden, In Suite Laundry, Recreation Center"	1								
307 9877 University Crescent	"$599,000"	2	2	Built in 2017 (3 yrs old)	"$1,980"	$490	Burnaby North	Simon Fraser University	Apt/Condo	Leasehold prepaid-Strata	Corner Unit	R2523344	Michael Dong PREC*	Nu Stream Realty Inc.	17 Days on REW	Sprinkler - Fire	Washer/Dryer/Fridge/Stove/Dishwasher	"Exercise Centre, Garden, In Suite Laundry"									
1505 9060 University Crescent	"$758,000"	2	2	Built in 2016 (4 yrs old)	"$2,355"	$576	Burnaby North	Simon Fraser University	Apt/Condo	Leasehold prepaid-Strata	"1 Storey,Corner Unit"	R2522096	Eric Vanderhorst	Royal LePage Sterling Realty	21 Days on REW	"Greenbelt, Recreation Nearby, Shopping Nearby"	"Bike Room, Club House, Exercise Centre, In Suite Laundry, Storage"										
406 9877 University Crescent	"$518,800"	2	1	Built in 2017 (3 yrs old)	"$1,576"	$387	Burnaby North	Simon Fraser University	Apt/Condo	Leasehold prepaid-Strata	Upper Unit	R2519653	Emmie Tong PREC*	Sutton Group - 1st West Realty	34 Days on REW	"Drapes/window Coverings, Garage Door Opener, Smoke Alarm, Sprinkler - Fire"	"Central Location, Recreation Nearby, Shopping Nearby"	"Microwave, Range Top, Washer/Dryer/Fridge/Stove/Dishwasher"	"Club House, Elevator, Exercise Centre, Garden, In Suite Laundry, Storage"								
101 9350 University High Street	"$759,000"	3	3	Built in 2013 (7 yrs old)	"$2,079"	$518	Burnaby North	Simon Fraser University	Townhouse	Leasehold prepaid-Strata	"2 Storey,Corner Unit"	R2518854	Aaron Cheng PREC*	Sutton Group - 1st West Realty	Rachel Chen PREC*	Sutton Group - 1st West Realty	38 Days on REW	Drapes/window Coverings	"Central Location, Private Setting, Recreation Nearby, Shopping Nearby"	"Microwave, Washer/Dryer/Fridge/Stove/Dishwasher"	"Elevator, In Suite Laundry, Storage"						
401 9168 Slopes Mews	"$590,000"	2	2	Built in 2017 (3 yrs old)	"$1,789"	$430	Burnaby North	Simon Fraser University	Apt/Condo	Leasehold prepaid-Strata	Upper Unit	R2518657	Lynn Lim PREC*	Oakwyn Realty Encore	39 Days on REW	Garage Door Opener	"Central Location, Recreation Nearby"	"Disposal - Waste, Washer/Dryer/Fridge/Stove/Dishwasher"	"Club House, Exercise Centre, In Suite Laundry, Playground, Storage"								
7495 Aubrey Street	"$1,688,000"	5	2	73 ft x 142 ft (10437 ft²)	Built in 1957 (63 yrs old)	"$4,722"	Burnaby North	Simon Fraser University	House	Freehold NonStrata	Rancher/Bungalow w/Bsmt.	142	73.50 feet	R2517883	Michael Uy PREC*	Oakwyn Realty Ltd.	Tej Sandhu	Oakwyn Realty Downtown Ltd.	Brigid Wong	Oakwyn Realty Ltd.	42 Days on REW	1					
