5251 Colbeck Road,"$2,150,000",5,4,66 ft x 120 ft (7921 ft²),Built in 1994 (26 yrs old),"$6,197",Lackner,House,Freehold NonStrata,2 Storey,120,66.00 feet,R2503472,Roy Ho PREC*,Magsen Realty Inc.,90 Days on REW,"Independent Living, Workshop Detached","Clothes Washer, Dishwasher, Microwave",2,,,,,,,
5502 5500 Blundell Road,"$2,660,000",12,8,12002 ft²,Built in 1972 (48 yrs old),"$7,102",Lackner,Multifamily,Freehold NonStrata,R2497542,Peter Lam PREC*,RE/MAX Westcoast,103 Days on REW,,,,,,,,,,,,,
8700 Camden Crescent,"$3,890,000",5,5,10122 ft²,Built in 2015 (5 yrs old),"$9,392",Lackner,House,Freehold NonStrata,2 Storey,0.00 feet,R2489096,Shirley Yang,Pacific Evergreen Realty Ltd.,130 Days on REW,"Central Location, Garage Door Opener, Private Yard, Sprinkler - Inground, Vacuum - Built In","Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,
10028 Granville Avenue,"$4,360,000",6,8,136 ft x 160 ft (21850 ft²),Built in 2011 (9 yrs old),"$9,084",McLennan,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,160,136.56 feet,R2524066,Ken Cui PREC*,Nu Stream Realty Inc.,10 Days on REW,"Fireplace Insert, Garage Door Opener, Heat Recovery Ventilator, Hot Tub Spa/swirlpool, Jetted Bathtub, Security System, Vacuum - Built In, Vaulted Ceiling",Air Conditioning,Washer/Dryer/Fridge/Stove/Dishwasher,3,Yes,,,,
7939 Mclennan Avenue,"$2,990,800",10,8,61 ft x 303 ft (18296 ft²),Built in 2006 (14 yrs old),"$6,771",McLennan,House,Freehold NonStrata,2 Storey,303,61.00 feet,R2482848,Gurdial S Badh (Dale),RE/MAX Real Estate Services,27 Days on REW,"Central Location, Drapes/window Coverings, Private Setting","In Suite Laundry, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,
7251 No. 5 Road,"$2,689,000",6,5,19602 ft²,Built in 1993 (27 yrs old),"$4,862",McLennan,House,Freehold NonStrata,2 Storey,0.00 feet,R2507121,Patrick Weeks PREC*,RE/MAX Select Properties,81 Days on REW,"Central Location, Drapes/window Coverings, Garage Door Opener, Security System, Vaulted Ceiling",Shopping Nearby,Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,
8471 No. 5 Road,"$4,380,000",7,8,73 ft x 1301 ft (2.18 acres),Built in 2014 (6 yrs old),"$12,011",McLennan,House,Freehold NonStrata,2 Storey,1301,73.00 feet,R2493422,Kathy Xu PREC*,Luxmore Realty,117 Days on REW,Central Air Conditioning,2,Yes,,,,,,,
7140 No 4 Road,"$2,200,000",4,3,80 ft x 305 ft (24400 ft²),Built in 1980 (40 yrs old),"$5,511",McLennan,House,Freehold NonStrata,2 Storey,305,80.00 feet,R2491709,Karen Zhao PREC*,RE/MAX Crest Realty,123 Days on REW,"Central Location, Drapes/window Coverings, Garage Door Opener, Hot Tub Spa/swirlpool, Private Setting, Security System","Range Top, Refrigerator, Washer/Dryer/Fridge/Stove/Dishwasher",2,,,,,,,
11311 Granville Avenue,"$2,498,000",8,6,63 ft x 298 ft (18774 ft²),Built in 1988 (32 yrs old),"$4,321",McLennan,House,Freehold NonStrata,2 Storey,298,63.00 feet,R2513361,Max Chiu PREC*,Grand Central Realty,59 Days on REW,"Central Location, Oven - Built In, Security System, Vacuum - Built In",Recreation Nearby,Washer/Dryer/Fridge/Stove/Dishwasher,3,,,,,,
7380 No. 4 Road,"$2,680,000",7,6,63 ft x 306 ft (19278 ft²),Built in 1993 (27 yrs old),"$5,376",McLennan,House,Freehold NonStrata,2 Storey,306,63.00 feet,R2511970,Winnie Lam,Sutton Group - Vancouver First Realty,63 Days on REW,"Central Location, Private Setting","Golf Course Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,4,,,,,,
103 6571 No. 4 Road,"$1,028,000",3,3,Built in 2020 (0 yrs old),$0,$341,McLennan,Townhouse,Freehold Strata,2 Storey,R2509526,Khalid Hasan PREC*,RE/MAX Westcoast,71 Days on REW,Central Location,Washer/Dryer/Fridge/Stove/Dishwasher,,,,,,,,,,
6200 No. 5 Road,"$2,999,888",4,2,126 ft x 858 ft (2.5 acres),Built in 1976 (44 yrs old),$0,McLennan,House,Freehold NonStrata,2 Storey,858,126.60 feet,R2506939,Jared Zhang PREC*,Interlink Realty,81 Days on REW,"Central Location, Private Setting","Golf Course Nearby, Recreation Nearby, Shopping Nearby",1,,,,,,,
6480 No. 4 Road,"$1,388,000",4,3,63 ft x 303 ft (19089 ft²),Built in 1976 (44 yrs old),"$4,369",McLennan,House,Freehold NonStrata,2 Storey,303,63.00 feet,R2488220,Layla Yang PREC*,Dracco Pacific Realty,Stefan Wang,Dracco Pacific Realty,132 Days on REW,"Drapes/window Coverings, Private Yard, Smoke Alarm, Treed","Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",2,,,,
7100 No. 4 Road,"$1,995,000",5,2,80 ft x 305 ft (24407 ft²),Built in 1972 (48 yrs old),"$5,172",McLennan,House,Freehold NonStrata,2 Storey,305.08,80.00 feet,R2486130,Winnie Chung PREC*,Royal Pacific Realty Corp.,137 Days on REW,"Central Location, Private Setting",Recreation Nearby,Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,
12180 Westminster Highway Highway,"$1,600,000",6,5,10890 ft²,Built in 1990 (30 yrs old),"$3,878",McLennan,House,Freehold NonStrata,2 Storey,83.90 feet,R2473457,James Gill,Century 21 Supreme Realty Inc.,172 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,,,
8131 No 5 Road,"$1,799,900",4,2,78 ft x 556 ft (42253 ft²),Built in 1962 (58 yrs old),"$4,793",McLennan,House,Freehold NonStrata,"2 Storey,Basement Entry",556.78,78.70 feet,R2433371,Ron Wall,RE/MAX Colonial Pacific Realty,Trevor Brucki,RE/MAX Colonial Pacific Realty,326 Days on REW,1,,,,,,,
10011 Aintree Crescent,"$2,099,000",5,6,69 ft x 107 ft (7368 ft²),Built in 2013 (7 yrs old),"$6,214",McNair,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,107,69.00 feet,R2463434,Karen Zhao PREC*,RE/MAX Crest Realty,21 Days on REW,"Central Location, Heat Recovery Ventilator, Lane Access, Private Setting, Security System","Air Conditioning, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,,
10931 Southport Road,"$1,768,500",5,3,60 ft x 150 ft (6986 ft²),Built in 1972 (48 yrs old),"$3,773",McNair,House,Freehold NonStrata,2 Storey,150,60.00 feet,R2517731,Chris Stylianou PREC*,Macdonald Realty Westmar,Cormac Brennan,Macdonald Realty Westmar,Jim Van Der Tas,Macdonald Realty Westmar,42 Days on REW,2,,,,,
10391 Steveston Highway,"$3,643,250",7,4,97 ft x 150 ft (14392 ft²),Built in 1979 (41 yrs old),"$7,744",McNair,House,Freehold NonStrata,2 Storey,150,97.15 feet,R2510799,Chris Stylianou PREC*,Macdonald Realty Westmar,Cormac Brennan,Macdonald Realty Westmar,Jim Van Der Tas,Macdonald Realty Westmar,67 Days on REW,1,,,,,
10451 Steveston Highway,"$2,049,250",5,3,54 ft x 150 ft (8095 ft²),Built in 1980 (40 yrs old),"$4,371",McNair,House,Freehold NonStrata,2 Storey w/Bsmt.,150,54.65 feet,R2510306,Chris Stylianou PREC*,Macdonald Realty Westmar,Cormac Brennan,Macdonald Realty Westmar,Jim Van Der Tas,Macdonald Realty Westmar,67 Days on REW,,,,,,
10020 Swinton Crescent,"$2,024,750",3,2,70 ft x 114 ft (7998 ft²),Built in 1972 (48 yrs old),"$3,878",$0,McNair,House,Freehold NonStrata,Rancher/Bungalow,114,70.00 feet,R2510328,Chris Stylianou PREC*,Macdonald Realty Westmar,Cormac Brennan,Macdonald Realty Westmar,Jim Van Der Tas,Macdonald Realty Westmar,67 Days on REW,Central Location,Shopping Nearby,1,,
10311 Steveston Highway,"$2,986,500",5,3,79 ft x 150 ft (11798 ft²),Built in 1980 (40 yrs old),"$6,355",McNair,House,Freehold NonStrata,2 Storey w/Bsmt.,150,79.64 feet,R2510686,Chris Stylianou PREC*,Macdonald Realty Westmar,Cormac Brennan,Macdonald Realty Westmar,Jim Van Der Tas,Macdonald Realty Westmar,67 Days on REW,,,,,,
10471 Steveston Highway,"$2,049,250",4,3,54 ft x 150 ft (8095 ft²),Built in 1980 (40 yrs old),"$4,367",McNair,House,Freehold NonStrata,2 Storey,150,54.65 feet,R2510007,Chris Stylianou PREC*,Macdonald Realty Westmar,Cormac Brennan,Macdonald Realty Westmar,Jim Van Der Tas,Macdonald Realty Westmar,68 Days on REW,2,,,,,
10415 Steveston Highway,"$2,049,250",6,3,54 ft x 150 ft (8095 ft²),Built in 1980 (40 yrs old),"$4,374",McNair,House,Freehold NonStrata,2 Storey,150,54.65 feet,R2509941,Chris Stylianou PREC*,Macdonald Realty Westmar,Cormac Brennan,Macdonald Realty Westmar,Jim Van Der Tas,Macdonald Realty Westmar,68 Days on REW,1,,,,,
10040 Swinton Crescent,"$2,082,000",3,3,52 ft x 150 ft (8224 ft²),Built in 1971 (49 yrs old),"$4,056",$0,McNair,House,Freehold NonStrata,2 Storey,150,52.66 feet,R2509921,Chris Stylianou PREC*,Macdonald Realty Westmar,Cormac Brennan,Macdonald Realty Westmar,Jim Van Der Tas,Macdonald Realty Westmar,68 Days on REW,2,,,,
10371 Steveston Highway,"$2,875,000",3,3,76 ft x 150 ft (11356 ft²),Built in 1980 (40 yrs old),"$6,114",McNair,House,Freehold NonStrata,"2 Storey w/Bsmt.,Split Entry",150,76.67 feet,R2509907,Chris Stylianou PREC*,Macdonald Realty Westmar,Cormac Brennan,Macdonald Realty Westmar,Jim Van Der Tas,Macdonald Realty Westmar,68 Days on REW,1,,,,,
9731 Aquila Road,"$1,549,800",4,3,60 ft x 115 ft (7000 ft²),Built in 1968 (52 yrs old),"$3,834",McNair,House,Freehold NonStrata,2 Storey,115,60.00 feet,R2508638,Henry Wu PREC*,LeHomes Realty Premier,Ayaka Aoki PREC*,LeHomes Realty Premier,75 Days on REW,"Fireplace Insert, Garage Door Opener, Oven - Built In","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",2,,,,,
10340 Swinton Crescent,"$2,468,000",5,5,68 ft x 118 ft (8142 ft²),Built in 2005 (15 yrs old),"$6,065",$0,McNair,House,Freehold NonStrata,2 Storey,118,68.90 feet,R2498083,Sarah Zhang PREC*,RE/MAX Westcoast,104 Days on REW,"Central Location, Drapes/window Coverings","Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,
10500 No. 4 Road,"$2,388,000",5,6,66 ft x 121 ft (8041 ft²),Built in 2017 (3 yrs old),"$6,996",McNair,House,Freehold NonStrata,2 Storey,121,66.00 feet,R2495971,Johnson Syyong PREC*,RE/MAX Westcoast,Henry Wu PREC*,LeHomes Realty Premier,Ayaka Aoki PREC*,LeHomes Realty Premier,110 Days on REW,"Air Conditioning, Central Location, Drapes/window Coverings, Garage Door Opener, Private Setting, Private Yard, Security System, Sprinkler - Inground, Vacuum - Built In","Recreation Nearby, Shopping Nearby","Disposal - Waste, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",3,Yes,
9280 No. 4 Road,"$1,390,000",3,2,62 ft x 121 ft (7513 ft²),Built in 1971 (49 yrs old),"$3,498",McNair,House,Freehold NonStrata,2 Storey,121,62.00 feet,R2457093,Ken Cui PREC*,Nu Stream Realty Inc.,221 Days on REW,1,,,,,,,,,
10951 Southport Road,"$1,580,000",6,3,70 ft x 116 ft (8163 ft²),Built in 1973 (47 yrs old),"$3,932",McNair,House,Freehold NonStrata,2 Storey,116,70.00 feet,R2521579,Alex Lee PREC*,Regent Park Realty Inc.,25 Days on REW,2,,,,,,,,,
10380 Amethyst Avenue,"$1,698,000",5,3,60 ft x 133 ft (8029 ft²),Built in 1972 (48 yrs old),"$3,976",McNair,House,Freehold NonStrata,2 Storey,133,60.00 feet,R2517639,Dennis Wang PREC*,Nu Stream Realty Inc.,42 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,,
7651 Montana Road,"$5,980,000",7,8,66 ft x 240 ft (15835 ft²),Built in 2020 (0 yrs old),"$11,987",Quilchena,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,240,66.00 feet,R2523900,Kathy Xu PREC*,Luxmore Realty,13 Days on REW,"Drapes/window Coverings, Garage Door Opener, Heat Recovery Ventilator, Security System, Smoke Alarm, Sprinkler - Fire, Vacuum - Roughed In","Air Conditioning, Central Air Conditioning, Guest Suite, Storage","Dishwasher, In Suite Laundry, Washer/Dryer/Fridge/Stove/Dishwasher",1,Yes,,,,
3311 Blundell Road,"$2,480,000",5,6,60 ft x 120 ft (7202 ft²),Built in 2016 (4 yrs old),"$7,222",Quilchena,House,Freehold NonStrata,2 Storey,120,60.00 feet,R2520892,Tracy Niu PREC*,Nu Stream Realty Inc.,27 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,,
7428 Montana Road,"$3,180,000",5,6,9092 ft²,Built in 2008 (12 yrs old),"$7,373",Quilchena,House,Freehold NonStrata,2 Storey,0.00 feet,R2520896,Elaine Wu PREC*,LeHomes Realty Premier,28 Days on REW,Air Conditioning,Washer/Dryer/Fridge/Stove/Dishwasher,1,Yes,,,,,,,
7500 Dampier Drive,"$2,480,000",5,5,6194 ft²,Built in 2012 (8 yrs old),"$6,727",Quilchena,House,Freehold NonStrata,2 Storey,0.00 feet,R2513695,Andy Dai PREC*,Nu Stream Realty Inc.,57 Days on REW,"Drapes/window Coverings, Garage Door Opener",Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,,
7540 Railway Avenue,"$3,000,000",4,2,66 ft x 149 ft (9836 ft²),Built in 1960 (60 yrs old),"$5,427",Quilchena,House,Freehold NonStrata,Split Entry,149,66.00 feet,R2513406,Vikas Anand PREC*,RE/MAX Westcoast,60 Days on REW,Storage Shed,"Freezer, Range Top",,,,,,,,
7531 Montana Road,"$5,780,000",6,8,66 ft x 239 ft (15819 ft²),Built in 2018 (2 yrs old),"$14,987",Quilchena,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,239.7,66.00 feet,R2496149,Johnson Syyong PREC*,RE/MAX Westcoast,110 Days on REW,"Air Conditioning, Central Location, Drapes/window Coverings, Heat Recovery Ventilator, Private Setting, Private Yard, Security System, Sprinkler - Inground, Vacuum - Built In, Wet Bar","Central Air Conditioning, Garden, Recreation Nearby, Sauna/steam Room, Shopping Nearby, Swimming Pool Equipment","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,Yes,,,
7971 Gabriola Gate,"$3,288,888",6,5,130 ft x 0 ft (8855 ft²),Built in 2007 (13 yrs old),"$6,404",Quilchena,House,Freehold NonStrata,2 Storey,irregular,130.45 feet,R2475290,Matthew Salciccioli,Sotheby's International Realty Canada,168 Days on REW,"Air Conditioning, Cul-de-Sac, Fireplace Insert, Gated Complex, Humidifier, Private Setting, Private Yard, Security System, Sprinkler - Inground, Storage Shed, Vacuum - Built In, Wine Cooler","Golf Course Nearby, Shopping Nearby","Compactor - Garbage, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,,,
4093 Granville Avenue,"$1,799,999",5,4,48 ft x 220 ft (10586 ft²),Built in 1981 (39 yrs old),"$5,371",Quilchena,House,Freehold NonStrata,2 Storey,220.5,48.00 feet,R2457210,Vikas Anand PREC*,RE/MAX Westcoast,223 Days on REW,Central Location,"Recreation Nearby, Shopping Nearby",2,,,,,,,
3926 Lockhart Road,"$2,490,000",5,5,40 ft x 145 ft (5817 ft²),Built in 2017 (3 yrs old),"$6,760",Quilchena,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,145.43,40.00 feet,R2516397,Aimi Wu PREC*,Interlink Realty,48 Days on REW,"Central Location, Drapes/window Coverings, Garage Door Opener, Heat Recovery Ventilator, Security System, Smoke Alarm, Vaulted Ceiling","Air Conditioning, Golf Course Nearby, Recreation Nearby, Shopping Nearby","Washer/Dryer/Fridge/Stove/Dishwasher, Wine Cooler",2,Yes,,,,
7031 Marrington Road,"$1,680,000",4,3,37 ft x 96 ft (3616 ft²),Built in 2002 (18 yrs old),"$4,398",Quilchena,House,Freehold NonStrata,2 Storey,96.42,37.50 feet,R2515289,Tony Lin PREC*,RE/MAX Crest Realty,52 Days on REW,Garage Door Opener,"Golf Course Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,
4028 Granville Avenue,"$2,099,000",5,5,132 ft x 0 ft (8125 ft²),Built in 2009 (11 yrs old),"$7,506",Quilchena,House,Freehold NonStrata,2 Storey,0,132.00 feet,R2505642,Daniel Chen,LeHomes Realty Premier,Sarah Wang PREC*,LeHomes Realty Premier,84 Days on REW,"Central Location, Drapes/window Coverings, Garage Door Opener, Garden, Private Setting, Private Yard","Air Conditioning, Central Air Conditioning, Recreation Nearby, Shopping Nearby","In Suite Laundry, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,
4571 Blundell Road,"$1,690,000",3,2,66 ft x 160 ft (10595 ft²),Built in 1952 (68 yrs old),"$6,272",Quilchena,House,Freehold NonStrata,1 Storey,160.5,66.00 feet,R2499962,Bill Liu PREC*,Royal Pacific Realty Corp.,99 Days on REW,"Central Location, Drapes/window Coverings","Golf Course Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,,,,,,,
7637 Eperson Road,"$1,978,000",5,4,6114 ft²,Built in 2003 (17 yrs old),"$5,385",Quilchena,House,Freehold NonStrata,2 Storey,0.00 feet,R2499480,Jason Liu PREC*,Luxmore Realty,102 Days on REW,"Central Location, Drapes/window Coverings, Garage Door Opener, Smoke Alarm",Shopping Nearby,Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,
3011 Blundell Road,"$3,880,000",5,6,60 ft x 128 ft (7739 ft²),Built in 2019 (1 yrs old),"$9,048",Quilchena,House,Freehold NonStrata,2 Storey,128.9,60.00 feet,R2499323,Sarah L. Guo PREC*,RE/MAX Crest Realty,102 Days on REW,"Air Conditioning, Cleared, Fireplace Insert, Garage Door Opener, Private Setting, Private Yard, Smoke Alarm, Vacuum - Built In, Windows - Thermo, Wine Cooler","Golf Course Nearby, Shopping Nearby","Compactor - Garbage, Range Top, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,,,
7800 Shackleton Drive,"$1,698,000",4,4,45 ft x 97 ft (4528 ft²),Built in 1989 (31 yrs old),"$3,949",Quilchena,House,Freehold NonStrata,2 Storey,97(IRR),45.00 feet,R2416629,Felix Xi PREC*,Royal Pacific Realty Corp.,424 Days on REW,"Fireplace Insert, Storage Shed","Range Top, Washer/Dryer/Fridge/Stove/Dishwasher",2,,,,,,,
109 8020 Ryan Road,"$269,000",2,1,Built in 1973 (47 yrs old),$0,$528,South Arm,Apt/Condo,Leasehold prepaid-NonStrata,Ground Level Unit,R2522660,Peter Mai PREC*,Oakwyn Realty Ltd.,20 Days on REW,Drapes/window Coverings,"Central Location, Lane Access, Private Setting, Recreation Nearby, Shopping Nearby","Range Top, Refrigerator",Shared Laundry,,,,,,,,
8671 Rosehill Drive,"$1,588,000",5,3,0 ft x 102 ft (6982 ft²),Built in 1967 (53 yrs old),"$4,331",South Arm,House,Freehold NonStrata,2 Storey,102,0.00 feet,R2523783,Benson Lee PREC*,Nu Stream Realty Inc.,12 Days on REW,2,,,,,,,,,
109 8020 Ryan Road,"$269,000",2,1,Built in 1973 (47 yrs old),$0,$528,South Arm,Apt/Condo,Leasehold prepaid-NonStrata,Ground Level Unit,R2522660,Peter Mai PREC*,Oakwyn Realty Ltd.,20 Days on REW,Drapes/window Coverings,"Central Location, Lane Access, Private Setting, Recreation Nearby, Shopping Nearby","Range Top, Refrigerator",Shared Laundry,,,,,,,,
312 8020 Ryan Road,"$339,000",2,1,Built in 1973 (47 yrs old),$0,$535,South Arm,Apt/Condo,Leasehold not prepaid-Strata,1 Storey,R2522298,Henry Wu PREC*,LeHomes Realty Premier,21 Days on REW,"Refrigerator, Stove",Garden,,,,,,,,,,
109 10180 Ryan Road,"$468,000",2,2,Built in 1976 (44 yrs old),"$1,415",$456,South Arm,Apt/Condo,Freehold Strata,1 Storey,R2520556,Tim Pember PREC*,RE/MAX Westcoast,31 Days on REW,"Drapes/window Coverings, Windows - Thermo","Adult Oriented, Central Location, Private Setting, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Elevator, In Suite Laundry, Oudoor Pool, Sauna/Steam Room",1,,,,,,,
303 10160 Ryan Road,"$488,900",2,2,Built in 1976 (44 yrs old),"$1,484",$449,South Arm,Apt/Condo,Freehold Strata,"End Unit,Penthouse",R2519204,Randy Larsen,Macdonald Realty Westmar,35 Days on REW,"Drapes/window Coverings, Windows - Thermo","Adult Oriented, Private Setting, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Elevator, Garden, In Suite Laundry, Oudoor Pool, Sauna/Steam Room",1,,,,,,,
334 8051 Ryan Road,"$209,888",1,1,Built in 1974 (46 yrs old),$0,$457,South Arm,Apt/Condo,Leasehold prepaid-NonStrata,"1 Storey,Upper Unit",R2515505,Shafik Ladha PREC*,RE/MAX Westcoast,52 Days on REW,"Central Location, Recreation Nearby, Shopping Nearby","Dishwasher, Refrigerator, Stove","Garden, Shared Laundry",,,,,,,,,
9728 Berry Road,"$1,828,000",5,4,60 ft x 18 ft (5705 ft²),Built in 1997 (23 yrs old),"$4,683",South Arm,House,Freehold NonStrata,2 Storey,18.55,60.86 feet,R2503122,Andy Dai PREC*,Nu Stream Realty Inc.,89 Days on REW,"Garage Door Opener, Oven - Built In",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,
10731 Roselea Crescent,"$1,688,000",4,3,6799 ft²,Built in 1969 (51 yrs old),"$4,280",South Arm,House,Freehold NonStrata,3 Level Split,0.00 feet,R2500510,Morning Yu PREC*,LeHomes Realty First,Fan Yang,LeHomes Realty First,97 Days on REW,Private Yard,"Golf Course Nearby, In Suite Laundry, Recreation Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,
9099 Steveston Highway,"$1,199,000",4,4,30 ft x 0 ft (3000 ft²),Built in 2006 (14 yrs old),"$3,600",South Arm,House,Freehold NonStrata,2 Storey,0,30.00 feet,R2496841,Clement Tsang,Oakwyn Realty Ltd.,108 Days on REW,"Garage Door Opener, Intercom, Jetted Bathtub, Lane Access, Security System, Smoke Alarm, Vacuum - Built In",Shopping Nearby,2,,,,,,,
48 10391 No. 3 Road,"$778,000",3,2,Built in 1978 (42 yrs old),"$2,322",$314,South Arm,Townhouse,Freehold Strata,2 Storey,R2523096,Jason Lee PREC*,Jovi Realty Inc.,Matthew Liang PREC*,Jovi Realty Inc.,18 Days on REW,"Central Location, Private Setting, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Garden, In Suite Laundry",1,,,,,,
123 8051 Ryan Road,"$258,000",2,1,Built in 1973 (47 yrs old),$0,$579,South Arm,Apt/Condo,Leasehold prepaid-NonStrata,Ground Level Unit,R2521586,Stephen Lui,Homeland Realty,25 Days on REW,Drapes/window Coverings,"Dishwasher, Refrigerator, Stove","Garden, Shared Laundry",,,,,,,,,
9540 Williams Road,"$2,745,500",6,3,0 ft x 0 ft (11937 ft²),"$6,422",South Arm,House,Freehold NonStrata,2 Storey,0,0.00 feet,R2517754,Jeff Chalissery PREC*,Sutton Centre Realty,42 Days on REW,"Central Location, Private Yard","Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Refrigerator, Stove",2,,,,,,,
9500 Williams Road,"$1,618,800",4,2,0 ft x 0 ft (7038 ft²),"$3,878",South Arm,House,Freehold NonStrata,2 Storey,0,0.00 feet,R2517722,Jeff Chalissery PREC*,Sutton Centre Realty,42 Days on REW,"Central Location, Private Yard","Recreation Nearby, Shopping Nearby","Clothes Washer, Refrigerator, Stove",1,,,,,,,
9733 Steveston Highway,"$1,580,000",6,4,4240 ft²,Built in 2012 (8 yrs old),"$4,244",South Arm,House,Freehold NonStrata,Corner Unit,43.00 feet,R2516350,Teresa Chan,Jovi Realty Inc.,48 Days on REW,"Fireplace Insert, Garage Door Opener, Paved Road",Golf Course Development,"Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",1,,,,,,,
8720 Rosemary Avenue,"$2,300,000",10,4,80 ft x 150 ft (12142 ft²),Built in 1969 (51 yrs old),"$3,729",South Arm,House,Freehold NonStrata,2 Storey,150,80.00 feet,R2516221,Ryan Chernochan,RE/MAX Westcoast,48 Days on REW,"Paved Road, Private Yard","Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Refrigerator, Stove",4,,,,,,
84 10620 No. 4 Road,"$688,000",3,2,Built in 1971 (49 yrs old),"$1,845",$319,South Arm,Townhouse,Freehold Strata,2 Storey,R2514729,Stefan Malloch,Sutton Group Seafair Realty,54 Days on REW,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Oudoor Pool,,,,,,,,,
308 8020 Ryan Road,"$238,000",2,1,Built in 1974 (46 yrs old),$0,$528,South Arm,Apt/Condo,Leasehold prepaid-NonStrata,Upper Unit,R2511269,King Hung PREC*,Royal Pacific Realty Corp.,67 Days on REW,Drapes/window Coverings,"Clothes Washer, Refrigerator, Stove",In Suite Laundry,,,,,,,,,
322 23222 Gilley Road,"$619,900",2,2,Built in 2023 (-3 yrs old),$0,$456,Hamilton,Apt/Condo,Freehold Strata,1 Storey,R2519545,Sean Lawson PREC*,RE/MAX Westcoast,34 Days on REW,Pantry,"Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Exercise Centre, Indoor Pool, Recreation Center",,,,,,,,
309 23222 Gilley Road,"$565,900",2,2,Built in 2023 (-3 yrs old),$0,$451,Hamilton,Apt/Condo,Freehold Strata,1 Storey,R2519541,Sean Lawson PREC*,RE/MAX Westcoast,34 Days on REW,Pantry,"Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Exercise Centre, Indoor Pool, Recreation Center",,,,,,,,
424 23222 Gilley Road,"$489,900",1,1,Built in 2023 (-3 yrs old),$0,$411,Hamilton,Apt/Condo,Freehold Strata,1 Storey,R2522236,Sean Lawson PREC*,RE/MAX Westcoast,19 Days on REW,Pantry,"Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Exercise Centre, Indoor Pool, Recreation Center",,,,,,,,
210 23222 Gilley Road,"$425,900",1,1,Built in 2023 (-3 yrs old),$0,$428,Hamilton,Apt/Condo,Freehold Strata,1 Storey,R2522231,Sean Lawson PREC*,RE/MAX Westcoast,19 Days on REW,Pantry,"Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Exercise Centre, Indoor Pool, Recreation Center",,,,,,,,
311 23222 Gilley Road,"$399,900",1,1,Built in 2023 (-3 yrs old),$0,$338,Hamilton,Apt/Condo,Freehold Strata,1 Storey,R2520521,Sean Lawson PREC*,RE/MAX Westcoast,29 Days on REW,"Smoke Alarm, Sprinkler - Fire","Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Range Top, Washer/Dryer/Fridge/Stove/Dishwasher","Exercise Centre, Garden, Playground",,,,,,,,
