315 6168 London Road,"$968,000",2,2,Built in 2016 (4 yrs old),"$3,010",$580,Steveston South,Apt/Condo,Freehold Strata,1 Storey,R2520834,Ken Cui PREC*,Nu Stream Realty Inc.,Vicky Rong,Nu Stream Realty Inc.,27 Days on REW,"Air Conditioning, Smoke Alarm, Sprinkler - Fire",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Elevator, In Suite Laundry",1,Yes,,,,,
11811 Dunford Road,"$3,300,000",4,2,9358 ft²,Built in 1963 (57 yrs old),"$6,051",Steveston South,House,Freehold NonStrata,Split Entry,0.00 feet,R2516156,Jim Chen PREC*,YVR International Realty,Vivian Jiang,Pacific Evergreen Realty Ltd.,49 Days on REW,,,,,,,,,
112 4211 Bayview Street,"$799,000",2,2,Built in 2005 (15 yrs old),"$2,328",$519,Steveston South,Apt/Condo,Freehold Strata,Ground Level Unit,R2508883,Anne Piche,Sutton Group Seafair Realty,74 Days on REW,Garage Door Opener,"Paved Road, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Elevator, Exercise Centre, Garden, Guest Suite, In Suite Laundry, Recreation Center",1,,,,,,,
12511 Wescott Street,"$1,499,000",4,4,33 ft x 105 ft (3509 ft²),Built in 2004 (16 yrs old),"$4,536",Steveston South,House,Freehold NonStrata,2 Storey,105,33.50 feet,R2514062,Sylvie Zhao PREC*,RE/MAX Crest Realty,57 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,,
1 5580 Moncton Street,"$950,000",3,3,Built in 2010 (10 yrs old),"$2,903",$261,Steveston South,Townhouse,Freehold Strata,2 Storey,R2524566,Alice Wang,Ohmproperty,7 Days on REW,Smoke Alarm,"Central Location, Private Yard, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"In Suite Laundry, Playground",1,,,,,,,
5819 Moncton Street,"$1,718,000",4,4,0 ft x 0 ft (4252 ft²),Built in 2015 (5 yrs old),"$5,313",Steveston South,House,Freehold NonStrata,2 Storey,0,0.00 feet,R2524192,Raymond T.Y. Choy,Macdonald Realty Westmar,11 Days on REW,"Drapes/window Coverings, Garage Door Opener, Security System, Vacuum - Built In","Air Conditioning, Central Air Conditioning","In Suite Laundry, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,,,
5 12438 Brunswick Place,"$899,000",3,3,Built in 1992 (28 yrs old),"$2,577",$506,Steveston South,Townhouse,Freehold Strata,"3 Storey,Inside Unit",R2522167,David Pei,RE/MAX Crest Realty,21 Days on REW,"Drapes/window Coverings, Fireplace Insert","Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","In Suite Laundry, Storage",,,,,,,,
5466 Moncton Street,"$1,548,000",4,3,32 ft x 94 ft (3081 ft²),Built in 2020 (0 yrs old),"$3,321",Steveston South,House,Freehold NonStrata,Reverse 2 Storey,Heat Recovery Ventilator,94,32.78 feet,R2521898,Jatinder Sandhu,Sutton Group Seafair Realty,22 Days on REW,"Garage Door Opener, Heat Recovery Ventilator, Oven - Built In, Private Yard, Smoke Alarm, Vacuum - Built In","Air Conditioning, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,Yes,,,,
411 4233 Bayview Street,"$515,000",1,1,Built in 2005 (15 yrs old),"$1,349",$313,Steveston South,Apt/Condo,Freehold Strata,Upper Unit,R2520746,Owen Bigland,Macdonald Realty Westmar,28 Days on REW,Drapes/window Coverings,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Elevator, Exercise Centre, Guest Suite, In Suite Laundry, Recreation Center",1,,,,,,,
4671 Moncton Street,"$1,800,000",4,3,50 ft x 130 ft (6453 ft²),Built in 1990 (30 yrs old),"$4,470",Steveston South,House,Freehold NonStrata,2 Storey,130,50.00 feet,R2517448,Simon Ly,Sutton Maple Pacific Realty,Edward Tong,Sutton Maple Pacific Realty,43 Days on REW,"Drapes/window Coverings, Garage Door Opener, Private Yard, Security System, Smoke Alarm, Vacuum - Built In","Recreation Nearby, Shopping Nearby","Refrigerator, Washer/Dryer/Fridge/Stove/Dishwasher",2,,,,
12233 Ewen Avenue,"$1,688,000",3,4,30 ft x 98 ft (2965 ft²),Built in 2016 (4 yrs old),"$4,260",Steveston South,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,98.42,30.12 feet,R2513190,Eric Lo,Multiple Realty Ltd.,Paul K Li,Multiple Group Paul Li Realty,60 Days on REW,"Air Conditioning, Heat Recovery Ventilator, Intercom, Jetted Bathtub, Lane Access, Oven - Built In, Private Setting, Private Yard, Security System, Vacuum - Built In","Central Air Conditioning, In Suite Laundry, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",1,Yes,,
14 11100 No. 1 Road,"$1,038,000",4,3,Built in 2006 (14 yrs old),"$3,298",$319,Steveston Village,Townhouse,Freehold Strata,End Unit,R2523920,Jason Lim PREC*,RE/MAX Crest Realty,Vincent Lim PREC*,RE/MAX Crest Realty,13 Days on REW,"Garage Door Opener, Security System","Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,In Suite Laundry,,,,,,
60 11491 7th Avenue,"$939,000",2,2,Built in 1978 (42 yrs old),"$2,521",$502,Steveston Village,Townhouse,Freehold Strata,2 Storey,R2521581,Anne Piche,Sutton Group Seafair Realty,25 Days on REW,Windows - Thermo,"Marina Nearby, Recreation Nearby, Shopping Nearby","Compactor - Garbage, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Club House, Indoor Pool, Sauna/Steam Room, Swirlpool/Hot Tub",1,,,,,,,
71 11491 7th Avenue,"$848,000",2,2,Built in 1977 (43 yrs old),"$2,305",$502,Steveston Village,Townhouse,Freehold Strata,2 Storey,R2515934,Tina Gonzalez,Sutton Group Seafair Realty,Diana Dickey,Sutton Group Seafair Realty,49 Days on REW,Drapes/window Coverings,"Marina Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, Indoor Pool, Sauna/Steam Room, Swirlpool/Hot Tub",1,,,,,
210 12088 3rd Avenue,"$1,249,900",3,2,Built in 2020 (0 yrs old),$0,$518,Steveston Village,Apt/Condo,Freehold NonStrata,1 Storey,Heat Recovery Ventilator,R2515799,Sean Lawson PREC*,RE/MAX Westcoast,49 Days on REW,"Heat Recovery Ventilator, Oven - Built In, Pantry","Central Location, Lane Access, Marina Nearby, Recreation Nearby, Shopping Nearby","Clothes Washer, Clothes Washer/Dryer, Microwave, Refrigerator","Central Airconditioning, Elevator, Garden, In Suite Laundry",1,Yes,,,,,
309 12088 3rd Avenue,"$1,349,900",2,2,Built in 2020 (0 yrs old),$0,$482,Steveston Village,Apt/Condo,Freehold NonStrata,"1 Storey,Corner Unit",Heat Recovery Ventilator,R2515618,Sean Lawson PREC*,RE/MAX Westcoast,52 Days on REW,"Heat Recovery Ventilator, Oven - Built In, Pantry","Central Location, Lane Access, Marina Nearby, Recreation Nearby, Shopping Nearby","Clothes Washer, Clothes Washer/Dryer, Microwave, Refrigerator","Central Airconditioning, Elevator, Garden, In Suite Laundry",1,Yes,,,,,
309 12088 3rd Avenue,"$1,349,900",2,2,Built in 2020 (0 yrs old),$0,$482,Steveston Village,Apt/Condo,Freehold NonStrata,"1 Storey,Corner Unit",Heat Recovery Ventilator,R2515618,Sean Lawson PREC*,RE/MAX Westcoast,52 Days on REW,"Heat Recovery Ventilator, Oven - Built In, Pantry","Central Location, Lane Access, Marina Nearby, Recreation Nearby, Shopping Nearby","Clothes Washer, Clothes Washer/Dryer, Microwave, Refrigerator","Central Airconditioning, Elevator, Garden, In Suite Laundry",1,Yes,,,,,
11280 4th Avenue,"$1,988,988",4,4,0 ft x 0 ft (3574 ft²),Built in 2020 (0 yrs old),"$4,744",Steveston Village,House,Freehold NonStrata,2 Storey,0,0.00 feet,R2499071,Clarence Lowe PREC*,Dexter Realty,103 Days on REW,"Air Conditioning, Central Location, Oven - Built In, Private Yard, Security System, Sprinkler - Fire, Vacuum - Roughed In","Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Range Top, Washer/Dryer/Fridge/Stove/Dishwasher",1,Yes,,,,,
204 12088 3rd Avenue,"$999,900",3,2,Built in 2020 (0 yrs old),$0,$479,Steveston Village,Apt/Condo,Freehold NonStrata,1 Storey,Heat Recovery Ventilator,R2498255,Sean Lawson PREC*,RE/MAX Westcoast,104 Days on REW,"Heat Recovery Ventilator, Oven - Built In, Pantry","Central Location, Lane Access, Marina Nearby, Recreation Nearby, Shopping Nearby","Clothes Washer, Clothes Washer/Dryer, Microwave, Refrigerator","Central Airconditioning, Elevator, Garden, In Suite Laundry",1,Yes,,,,,
202 12088 3rd Avenue,"$1,049,900",3,2,Built in 2020 (0 yrs old),$0,$479,Steveston Village,Apt/Condo,Freehold NonStrata,1 Storey,Heat Recovery Ventilator,R2492021,Sean Lawson PREC*,RE/MAX Westcoast,122 Days on REW,"Heat Recovery Ventilator, Oven - Built In, Pantry","Central Location, Lane Access, Marina Nearby, Recreation Nearby, Shopping Nearby","Clothes Washer, Clothes Washer/Dryer, Microwave, Refrigerator","Central Airconditioning, Elevator, Garden, In Suite Laundry",1,Yes,,,,,
205 3900 Moncton Street,"$799,000",2,2,Built in 2010 (10 yrs old),"$2,720",$389,Steveston Village,Apt/Condo,Freehold Strata,"1 Storey,Corner Unit",R2517682,Rahim Jivraj,RE/MAX Masters Realty,42 Days on REW,"Garage Door Opener, Sprinkler - Fire","Central Location, Marina Nearby, Paved Road, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Elevator, In Suite Laundry, Storage",,,,,,,,
209 3900 Moncton Street,"$779,900",2,2,Built in 2010 (10 yrs old),"$2,402",$334,Steveston Village,Apt/Condo,Freehold Strata,1 Storey,R2514751,Lynn Sakai-Boden PREC*,RE/MAX Westcoast,54 Days on REW,Sprinkler - Fire,"Lane Access, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","In Suite Laundry, Storage",,,,,,,,
3091 Chatham Street,"$1,888,000",4,4,33 ft x 120 ft (3961 ft²),Built in 2019 (1 yrs old),"$5,140",Steveston Village,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,120,33.00 feet,R2513646,Khalid Hasan PREC*,RE/MAX Westcoast,59 Days on REW,"Air Conditioning, Central Location, Heat Recovery Ventilator, Private Yard, Security System","Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,Yes,,,,
73 11491 7th Avenue,"$848,800",2,3,Built in 1978 (42 yrs old),"$2,420",$502,Steveston Village,Townhouse,Freehold Strata,2 Storey,R2513527,Janet Downey,Macdonald Realty Westmar,59 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,Indoor Pool,1,,,,,,,,,
207 3755 Chatham Street,"$919,900",2,3,Built in 2019 (1 yrs old),"$2,174",$415,Steveston Village,Apt/Condo,Freehold Strata,1 Storey,R2509651,Patsy Hui,RE/MAX Westcoast,Denise Hui,RE/MAX Westcoast,73 Days on REW,"Drapes/window Coverings, Oven - Built In, Security - Roughed In","Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Dishwasher, Microwave, Range Top, Refrigerator, Wine Cooler","Elevator, In Suite Laundry",Yes,,,,,
205 3755 Chatham Street,"$849,900",2,2,Built in 2019 (1 yrs old),"$1,976",$377,Steveston Village,Apt/Condo,Freehold Strata,End Unit,R2509650,Patsy Hui,RE/MAX Westcoast,Denise Hui,RE/MAX Westcoast,73 Days on REW,"Drapes/window Coverings, Oven - Built In, Security - Roughed In","Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Dishwasher, Microwave, Range Top, Refrigerator, Wine Cooler","Elevator, In Suite Laundry",Yes,,,,,
203 3755 Chatham Street,"$864,900",2,2,Built in 2019 (1 yrs old),"$2,055",$392,Steveston Village,Apt/Condo,Freehold Strata,1 Storey,R2509648,Patsy Hui,RE/MAX Westcoast,Denise Hui,RE/MAX Westcoast,73 Days on REW,"Drapes/window Coverings, Oven - Built In, Security - Roughed In","Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Dishwasher, Microwave, Range Top, Refrigerator","Elevator, In Suite Laundry",Yes,,,,,
305 3755 Chatham Street,"$874,900",2,2,Built in 2019 (1 yrs old),"$2,055",$392,Steveston Village,Apt/Condo,Freehold Strata,"End Unit,Penthouse",R2509656,Patsy Hui,RE/MAX Westcoast,Denise Hui,RE/MAX Westcoast,73 Days on REW,"Drapes/window Coverings, Oven - Built In, Security - Roughed In","Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Dishwasher, Microwave, Range Top, Refrigerator, Wine Cooler","Elevator, In Suite Laundry",Yes,,,,,
73 3711 Robson Court,"$1,088,000",4,3,Built in 1998 (22 yrs old),"$3,177",$433,Terra Nova,Townhouse,Freehold Strata,3 Storey,R2501187,Sam Chen PREC*,Nu Stream Realty Inc.,95 Days on REW,"In Suite Laundry, Oudoor Pool",1,,,,,,,,,,
5622 Cornwall Drive,"$2,190,000",5,3,63 ft x 102 ft (5740 ft²),Built in 1992 (28 yrs old),"$5,777",Terra Nova,House,Freehold NonStrata,2 Storey,102,63.00 feet,R2523796,Dominic Shu PREC*,Sutton Group-West Coast Realty,12 Days on REW,"Central Location, Drapes/window Coverings, Garage Door Opener, Private Setting, Private Yard, Storage Shed, Vacuum - Built In",Shopping Nearby,Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,
6200 Pearkes Drive,"$2,068,000",5,4,43 ft x 100 ft (4300 ft²),Built in 2000 (20 yrs old),"$5,042",Terra Nova,House,Freehold NonStrata,2 Storey,100,43.00 feet,R2523830,Ada Zhu PREC*,Unilife Realty Inc.,13 Days on REW,"Private Yard, Security System, Smoke Alarm, Sprinkler - Fire, Vacuum - Built In","Golf Course Nearby, Shopping Nearby",2,,,,,,,
17 5531 Cornwall Drive,"$1,350,000",3,4,Built in 1991 (29 yrs old),"$4,221",$616,Terra Nova,Townhouse,Freehold Strata,2 Storey,R2523525,Linda Lait,Macdonald Realty Westmar,14 Days on REW,"Drapes/window Coverings, Garage Door Opener, Security System, Vacuum - Roughed In, Vaulted Ceiling","Adult Oriented, Central Location, Gated Complex, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",In Suite Laundry,2,,,,,,,
6068 Dunsmuir Crescent,"$1,980,000",4,5,5450 ft²,Built in 2010 (10 yrs old),"$5,964",Terra Nova,House,Freehold NonStrata,2 Storey,70.00 feet,R2519837,Jerry Y. Wang PREC*,Macdonald Realty,33 Days on REW,"Central Location, Oven - Built In, Private Setting, Security System, Sprinkler - Inground","Golf Course Nearby, Shopping Nearby","Microwave, Refrigerator, Washer/Dryer/Fridge/Stove/Dishwasher",2,,,,,,,
20 3880 Westminster Highway,"$1,060,000",3,3,Built in 1997 (23 yrs old),"$2,780",$381,Terra Nova,Townhouse,Freehold NonStrata,"2 Storey w/Bsmt.,End Unit",R2513957,Carla Zivot PREC*,RE/MAX City Realty,56 Days on REW,"Garage Door Opener, Security System","Central Location, Shopping Nearby, Treed",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, In Suite Laundry, Oudoor Pool, Playground",1,,,,,,,
5691 Barnard Drive,"$2,180,000",6,4,52 ft x 104 ft (5457 ft²),Built in 1992 (28 yrs old),"$5,617",Terra Nova,House,Freehold NonStrata,2 Storey,104.92,52.00 feet,R2492646,Charles Jiang PREC*,Royal Pacific Realty Corp.,119 Days on REW,"Central Location, Garage Door Opener, Greenbelt","Golf Course Nearby, In Suite Laundry, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,
19 6588 Barnard Drive,"$798,000",3,2,Built in 1996 (24 yrs old),"$2,207",$260,Terra Nova,Townhouse,Freehold Strata,3 Storey,R2492035,Willie S Chan PREC*,Pacific Evergreen Realty Ltd.,121 Days on REW,"Drapes/window Coverings, Garage Door Opener, Security System, Smoke Alarm, Vacuum - Built In","Golf Course Nearby, Greenbelt, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, Garden, Oudoor Pool, Playground",1,,,,,,,
3280 River Road,"$3,288,000",5,7,6404 ft²,Built in 2013 (7 yrs old),"$9,721",Terra Nova,House,Freehold NonStrata,2 Storey,0.00 feet,R2433295,Jason Yu PREC*,Jovi Realty Inc.,327 Days on REW,"Greenbelt, Private Yard",Recreation Nearby,Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,
3 5631 Steveston Highway,"$1,039,900",3,4,Built in 2022 (-2 yrs old),$0,$238,Westwind,Townhouse,Freehold Strata,3 Storey,R2524787,Caroline Hong PREC*,Sutton Group-West Coast Realty,6 Days on REW,"Garage Door Opener, Smoke Alarm","Air Conditioning, Private Yard","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Central Airconditioning, Garden, In Suite Laundry, Playground",Yes,,,,,,,
11451 Kestrel Drive,"$1,428,000",3,3,39 ft x 127 ft (5186 ft²),Built in 1976 (44 yrs old),"$4,186",Westwind,House,Freehold NonStrata,3 Level Split,127.85/134.08,39.30 feet,R2524588,Anne Piche,Sutton Group Seafair Realty,7 Days on REW,"Private Setting, Private Yard","Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,
12119 No. 2 Road,"$2,050,000",5,5,59 ft x 106 ft (6280 ft²),Built in 2016 (4 yrs old),"$7,128",Westwind,House,Freehold NonStrata,2 Storey,106.27,59.09 feet,R2510091,Violet Chen,Oakwyn Realty Ltd.,70 Days on REW,"Security System, Vacuum - Built In",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,
11320 Kingfisher Drive,"$1,768,880",4,3,59 ft x 99 ft (5998 ft²),Built in 1977 (43 yrs old),"$4,503",Westwind,House,Freehold NonStrata,2 Storey,99.7,59.30 feet,R2485635,Brent Roberts,Royal LePage Brent Roberts Realty,137 Days on REW,"Central Location, Garage Door Opener, Private Yard, Security - Roughed In","Recreation Nearby, Shopping Nearby, Storage",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,
5595 Steveston Highway,"$1,525,000",0,3,42 ft x 150 ft (6388 ft²),Built in 1980 (40 yrs old),"$4,128",Westwind,House,Freehold NonStrata,2 Storey,150,42.70 feet,R2417143,Carmen McCracken,RE/MAX Westcoast,423 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,,
5591 Steveston Highway,"$1,525,000",0,3,42 ft x 150 ft (6383 ft²),Built in 1980 (40 yrs old),"$4,126",Westwind,House,Freehold NonStrata,2 Storey,150,42.70 feet,R2417145,Carmen McCracken,RE/MAX Westcoast,423 Days on REW,2,,,,,,,,,
5493 Steveston Highway,"$1,448,000",0,3,0 ft x 0 ft (5699 ft²),Built in 1982 (38 yrs old),"$3,641",$0,Westwind,Duplex,Freehold Strata,2 Storey,0,0.00 feet,R2417146,Carmen McCracken,RE/MAX Westcoast,423 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,
5491 Steveston Highway,"$1,448,000",0,3,41 ft x 150 ft (5699 ft²),Built in 1982 (38 yrs old),"$3,641",$0,Westwind,Duplex,Freehold Strata,2 Storey,150,41.37 feet,R2417147,Carmen McCracken,RE/MAX Westcoast,423 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,
5591 Warbler Avenue,"$1,799,000",4,3,6228 ft²,Built in 1979 (41 yrs old),"$5,031",Westwind,House,Freehold NonStrata,2 Storey,70.70 feet,R2524934,Tyra Xu PREC*,Magsen Realty Inc.,5 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,,,
11751 Trumpeter Drive,"$1,690,000",5,3,6834 ft²,Built in 1974 (46 yrs old),"$4,499",Westwind,House,Freehold NonStrata,2 Storey,64.50 feet,R2511990,Morning Li PREC*,Royal Pacific Realty (Kingsway) Ltd.,40 Days on REW,Garage Door Opener,"Microwave, Stove, Washer/Dryer/Fridge/Stove/Dishwasher",1,,,,,,,,
11440 Pelican Court,"$3,288,000",5,6,52 ft x 149 ft (6475 ft²),Built in 2017 (3 yrs old),"$7,515",Westwind,House,Freehold NonStrata,3 Storey,149.54,52.06 feet,R2482414,Ken Wong,Regent Park Realty Inc.,146 Days on REW,"Air Conditioning, Central Location, Vacuum - Built In, Wet Bar",Shopping Nearby,Washer/Dryer/Fridge/Stove/Dishwasher,2,Yes,,,,,
73 6880 Lucas Road,"$899,000",3,3,Built in 1977 (43 yrs old),"$2,176",$345,Woodwards,Townhouse,Freehold Strata,2 Storey,R2521732,Henry Wu PREC*,LeHomes Realty Premier,Ayaka Aoki PREC*,LeHomes Realty Premier,24 Days on REW,"Central Location, Private Setting, Private Yard, Security System","Club House, Exercise Centre, In Suite Laundry, Recreation Center, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,Yes,,,,,
6600 Goldsmith Drive,"$2,999,900",6,5,40 ft x 115 ft (4682 ft²),Built in 2018 (2 yrs old),"$5,989",Woodwards,House,Freehold NonStrata,3 Storey,115,40.00 feet,R2520322,Shafik Ladha PREC*,RE/MAX Westcoast,Isabella Wong,RE/MAX Westcoast,32 Days on REW,"Garage Door Opener, Wet Bar, Wine Cooler","Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Dishwasher, Range Top, Refrigerator",1,,,,
6100 Spender Drive,"$2,780,000",4,5,7690 ft²,Built in 2017 (3 yrs old),"$7,608",Woodwards,House,Freehold NonStrata,2 Storey,51.00 feet,R2518517,Tina Li PREC*,Luxmore Realty,39 Days on REW,"Air Conditioning, Central Location, Drapes/window Coverings, Fireplace Insert, Garage Door Opener, Private Yard, Security System, Vacuum - Built In","In Suite Laundry, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,Yes,,,,,,
6100 Francis Road,"$2,888,000",5,6,80 ft x 129 ft (10321 ft²),Built in 2011 (9 yrs old),"$8,346",Woodwards,House,Freehold NonStrata,2 Storey,129,80.00 feet,R2516051,Sarah Zhang PREC*,RE/MAX Westcoast,49 Days on REW,"Air Conditioning, Central Location, Private Yard","Golf Course Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",3,Yes,,,,,
85 6880 Lucas Road,"$768,000",3,3,Built in 1978 (42 yrs old),"$1,976",$326,Woodwards,Townhouse,Freehold Strata,"2 Storey,End Unit",R2510589,Ken Cui PREC*,Nu Stream Realty Inc.,Angela Chang PREC*,Nu Stream Realty Inc.,68 Days on REW,Drapes/window Coverings,Private Yard,Washer/Dryer/Fridge/Stove/Dishwasher,"In Suite Laundry, Oudoor Pool, Recreation Center",1,,,,,
8480 Delaware Road,"$1,999,000",4,3,60 ft x 106 ft (6860 ft²),Built in 1979 (41 yrs old),"$4,568",Woodwards,House,Freehold NonStrata,2 Storey,106,60.00 feet,R2508872,Jane Mu PREC*,Royal Pacific Realty Corp.,74 Days on REW,Paved Road,"In Suite Laundry, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,
8840 Dorval Road,"$1,858,000",4,3,60 ft x 117 ft (7019 ft²),Built in 1976 (44 yrs old),"$4,786",Woodwards,House,Freehold NonStrata,3 Level Split,117,60.00 feet,R2508874,Jane Mu PREC*,Royal Pacific Realty Corp.,74 Days on REW,Private Yard,"In Suite Laundry, Recreation Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,
6640 Goldsmith Drive,"$2,680,000",4,6,40 ft x 114 ft (4552 ft²),Built in 2017 (3 yrs old),"$6,824",Woodwards,House,Freehold NonStrata,3 Storey,Heat Recovery Ventilator,114,40.00 feet,R2505454,Stephen Jin PREC*,Metro Edge Realty,84 Days on REW,"Central Location, Drapes/window Coverings, Greenbelt, Heat Recovery Ventilator, Pantry, Private Yard, Security System, Sprinkler - Inground, Treed, Vacuum - Built In, Wet Bar","Air Conditioning, Central Air Conditioning, Recreation Nearby, Sauna, Shopping Nearby, Storage","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,,
8060 Mirabel Court,"$2,380,000",5,6,4735 ft²,Built in 2012 (8 yrs old),"$5,756",Woodwards,House,Freehold NonStrata,2 Storey,50.90 feet,R2486681,Clement Tsang,Oakwyn Realty Ltd.,137 Days on REW,"Air Conditioning, Drapes/window Coverings, Fireplace Insert, Security System, Smoke Alarm, Sprinkler - Fire, Vacuum - Built In",Recreation Nearby,"Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",1,Yes,,,,,,
8059 Gilbert Road,"$1,780,000",5,5,48 ft x 87 ft (4123 ft²),Built in 2015 (5 yrs old),"$5,209",Woodwards,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,87,48.00 feet,R2480798,Michael Dong PREC*,Nu Stream Realty Inc.,152 Days on REW,"Air Conditioning, Central Location, Garage Door Opener, Heat Recovery Ventilator, Lane Access, Vacuum - Built In","Recreation Nearby, Shopping Nearby","Compactor - Garbage, Dishwasher, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",1,Yes,,,,
10820 Housman Street,"$2,380,000",4,6,6228 ft²,Built in 2018 (2 yrs old),"$7,357",Woodwards,House,Freehold NonStrata,2 Storey,60.00 feet,R2459666,Jim Chen PREC*,YVR International Realty,Yan Geng PREC*,YVR International Realty,213 Days on REW,"Garage Door Opener, Private Setting, Security System, Sprinkler - Inground, Vacuum - Built In","Air Conditioning, Golf Course Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,Yes,,,,
6271 Williams Road,"$2,799,000",5,2,66 ft x 167 ft (11022 ft²),Built in 1971 (49 yrs old),"$7,102",Woodwards,House,Freehold NonStrata,2 Storey,167,66.00 feet,R2432749,Shafik Ladha PREC*,RE/MAX Westcoast,332 Days on REW,Central Location,"Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,
6020 Williams Road,"$1,450,000",6,3,48 ft x 110 ft (5344 ft²),"$3,900",Woodwards,House,Freehold NonStrata,2 Storey,110,48.58 feet,R2451204,Vikas Anand PREC*,RE/MAX Westcoast,253 Days on REW,,,,,,,,,,,
10026 No. 2 Road,"$1,450,000",4,3,42 ft x 120 ft (5024 ft²),Built in 1989 (31 yrs old),"$3,830",Woodwards,House,Freehold NonStrata,2 Storey,120,42.00 feet,R2451199,Vikas Anand PREC*,RE/MAX Westcoast,253 Days on REW,2,,,,,,,,,
6720 Juniper Drive,"$3,580,000",6,6,10017 ft²,Built in 2017 (3 yrs old),"$9,060",Woodwards,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,0.00 feet,R2525028,Katie Wu PREC*,Royal Pacific Realty Corp.,3 Days on REW,"Heat Recovery Ventilator, Security System",Air Conditioning,Washer/Dryer/Fridge/Stove/Dishwasher,1,Yes,,,,,
10660 Housman Street,"$1,599,000",5,3,60 ft x 103 ft (6226 ft²),Built in 1974 (46 yrs old),"$4,302",Woodwards,House,Freehold NonStrata,2 Storey,103.8,60.00 feet,R2523042,Emily Zhu PREC*,Regent Park Realty Inc.,18 Days on REW,Drapes/window Coverings,Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,
